Brand,Model,Year,Milage,Transmission,Location,Color,Fuel,Price,Post Date
Fiat || ﺕﺎﻴﻓ,Tipo || ﻮﺒﻴﺗ,2021,56000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻱﺰﻧﻭﺮﺑ,ﻦﻳﺰﻨﺑ,895000,2025-03-04
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2016,193000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,635000,2025-02-19
Toyota || ﺎﺗﻮﻳﻮﺗ,Fortuner || ﺮﻨﺸﺗﺭﻮﻓ,2023,26000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,3450000,2025-02-19
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2021,99000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1590000,2025-03-04
Peugeot || ﻮﺠﻴﺑ,208,2021,99000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,510000,2025-03-04
Kia || ﺎﻴﻛ,Rio || ﻮﻳﺭ,2012,187000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,515000,2025-03-04
Kia || ﺎﻴﻛ,Carens || ﺰﻨﻳﺭﺎﻛ,2012,187000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,700000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra HD || ﻯﺩ ﺶﺗﺍ ﺍﺮﺘﻨﻟﺇ,2020,159000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺍﺮﺒﺷ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,800000,2025-03-04
Jeep || ﺐﻴﺟ,Wrangler || ﺮﻠﺠﻧﺍﺭ,2010,221867,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,1100000,2025-03-04
Skoda || ﺍﺩﻮﻜﺳ,Felicia || ﺎﻴﺸﻴﻠﻴﻓ,1996,200000,ﻝﺍﻮﻴﻧﺎﻣ,ﺎﻨﻴﺳ / ﺶﻳﺮﻌﻟﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,162000,2025-03-04
Chery || ﻯﺮﻴﺷ,Arrizo 5 || 5 ﻭﺰﻳﺭﺍ,1996,200000,ﻝﺍﻮﻴﻧﺎﻣ,ﺎﻨﻴﺳ / ﺶﻳﺮﻌﻟﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,530000,2025-03-04
MG || ﻰﺟ ﻡﺍ,MG One || ﻥﺍﻭ,2024,12873,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1440000,2025-03-04
Opel || ﻞﺑﻭﺍ,Insignia || ﺎﻴﻨﺠﻴﺴﻧﺃ,2019,87000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1350000,2025-03-04
Daewoo || ﻮﻳﺍﺩ,Lanos || ﺱﻮﻧﻻ,2014,115000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,325000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Lanos || ﺱﻮﻧﻻ,2014,176000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,270000,2025-03-04
Daewoo || ﻮﻳﺍﺩ,Nubira 2 || 2 ﺍﺮﻴﺑﻮﻧ,2002,146000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,270000,2025-03-04
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Pickup || ﺏﺍ ﻚﻴﺑ,2013,235000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻴﻠﻴﻋﺎﻤﺳﻹﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,650000,2025-02-13
Renault || ﻮﻨﻳﺭ,Sandero Step Way || ( ﻯﺍﻭ  ﺐﻴﺘﺳ )  ﻭﺮﻳﺪﻧﺎﺳ,2017,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,605000,2025-03-04
Suzuki || ﻰﻛﻭﺯﻮﺳ,Ertiga || ﺎﺠﻴﺗﺭﺍ,2022,88000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,870000,2025-03-04
Peugeot || ﻮﺠﻴﺑ,405,1990,105121,ﻝﺍﻮﻴﻧﺎﻣ,ﺏﺭﺎﻏ ﺱﺃﺭ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,160000,2025-03-04
Nissan || ﻥﺎﺴﻴﻧ,Sunny || ﻰﻨﺻ,2015,135000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻓﻮﻨﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,410000,2025-03-04
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,X3,2019,217000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,2000000,2025-03-04
Daewoo || ﻮﻳﺍﺩ,Lanos || ﺱﻮﻧﻻ,2008,200000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺰﻴﺠﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,365000,2025-03-04
Skoda || ﺍﺩﻮﻜﺳ,Superb || ﺏﺮﻴﺑﻮﺳ,2022,62074,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,2450000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,E 250,2014,33000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,3100000,2025-03-04
Byd || ﻯﺩ ﻯﺍﻭ ﻰﺑ,F3,2020,572000,ﻝﺍﻮﻴﻧﺎﻣ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,420000,2025-03-04
Opel || ﻞﺑﻭﺍ,Vectra || ﺍﺮﺘﻜﻴﻓ,2008,307000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,420000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,GLE,2008,307000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,5600000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Verna || ﺎﻧﺮﻴﻓ,2017,128000,ﻝﺍﻮﻴﻧﺎﻣ,ﻡﺮﻬﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,460000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,RB || Accent RB ﺖﻨﺴﻛﺍ,2013,165000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,670000,2025-03-04
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2016,168762,ﻝﺍﻮﻴﻧﺎﻣ,ﻰﻗﺪﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,330000,2025-03-04
Peugeot || ﻮﺠﻴﺑ,3008,2016,168762,ﻝﺍﻮﻴﻧﺎﻣ,ﻰﻗﺪﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,1081000,2025-03-04
Toyota || ﺎﺗﻮﻳﻮﺗ,Belta || ﺎﺘﻠﻴﺑ,2022,66000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,800000,2025-03-04
Peugeot || ﻮﺠﻴﺑ,3008,2022,66000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,1150000,2025-03-04
Peugeot || ﻮﺠﻴﺑ,3008,2022,66000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,1168000,2025-03-04
Skoda || ﺍﺩﻮﻜﺳ,Fantasia || ﺎﻳﺯﺎﺘﻧﺎﻓ,2013,155000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,710000,2025-03-04
Fiat || ﺕﺎﻴﻓ,500 X,2021,30700,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎ﺲﻳﻮﺴﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1150000,2025-03-04
Peugeot || ﻮﺠﻴﺑ,3008,2021,30700,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎ﺲﻳﻮﺴﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1083000,2025-03-04
Chery || ﻯﺮﻴﺷ,Tiggo 3 || 3 ﻮﺠﻴﺗ,2022,118000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,630000,2025-02-25
Peugeot || ﻮﺠﻴﺑ,301,2017,165000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,560000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Tucson || ﻥﺎﺳﻮﺗ,2017,165000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,1088000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,GLA,2019,110000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1590000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Tucson || ﻥﺎﺳﻮﺗ,2019,110000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1127000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Tucson || ﻥﺎﺳﻮﺗ,2019,110000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1135000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Tucson || ﻥﺎﺳﻮﺗ,2019,110000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1150000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Tucson || ﻥﺎﺳﻮﺗ,2019,110000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1154000,2025-03-04
Nissan || ﻥﺎﺴﻴﻧ,Qashqai || ﻱﺎﻘﺸﻗ,2022,83000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻠﻬﻗﺪﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,1250000,2025-03-04
Fiat || ﺕﺎﻴﻓ,Tempra || ﺍﺮﺒﻤﺗ,1992,200000,ﻝﺍﻮﻴﻧﺎﻣ,ﻁﻮﻴﺳﺃ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,110000,2025-03-04
Opel || ﻞﺑﻭﺍ,Grandland || ﺪﻧﻻ ﺪﻧﺍﺮﺟ,2020,57500,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻢﻄﻘﻤﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,1250000,2025-03-04
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,320,2024,26000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,3000000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Aveo || ﻮﻴﻓﺍ,2014,133000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,360000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Verna || ﺎﻧﺮﻴﻓ,2015,136000,ﻝﺍﻮﻴﻧﺎﻣ,ﺎﻬﻨﺑ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,400000,2025-03-04
Ssang Yong || ﺞﻧﻮﻳ ﺞﻧﺎﺳ,XLV || Tivoli XLV ﻰﻟﻮﻔﻴﺗ,2019,177000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,850000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra MD || ﻯﺩ ﻡﺍ ﺍﺮﺘﻨﻟﺇ,2016,136000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺰﻴﺠﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,700000,2025-03-04
Opel || ﻞﺑﻭﺍ,Insignia || ﺎﻴﻨﺠﻴﺴﻧﺃ,2019,94000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1150000,2025-03-04
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2019,117000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﻮﻜﻟﺍ ﻦﻴﺒﺷ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,760000,2025-03-04
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,X5,2016,127000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,2700000,2025-03-04
Toyota || ﺎﺗﻮﻳﻮﺗ,Corolla || ﻻﻭﺭﻮﻛ,2004,250000,ﻝﺍﻮﻴﻧﺎﻣ,ﻯﺩﺎﻌﻤﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,550000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra MD || ﻯﺩ ﻡﺍ ﺍﺮﺘﻨﻟﺇ,2015,190000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺰﻴﺠﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,680000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,E 200,2000,290000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻁﻮﻴﺳﺃ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,670000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2000,290000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻁﻮﻴﺳﺃ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,600000,2025-03-04
Kia || ﺎﻴﻛ,Cerato || ﻮﺗﺍﺮﻴﺳ,2009,190203,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻠﺤﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,490000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra HD || ﻯﺩ ﺶﺗﺍ ﺍﺮﺘﻨﻟﺇ,2017,260000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺰﻴﺠﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,630000,2025-03-04
Mercedes || ﺱﺪﻴﺳﺮﻣ,250,2012,150000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺭﻮﺒﻌﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1200000,2025-03-04
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2015,150000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1085000,2025-03-04
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Bora || ﺍﺭﻮﺑ,2003,210000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,365000,2025-03-04
Lada || ﺍﺩﻻ,Granta || ﺎﺘﻧﺍﺮﺟ,2022,95000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺍﺮﻫﻻﺍ ﻖﺋﺍﺪﺣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,450000,2025-03-04
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Lancer Puma || ﺔﻣﻮﺑ ﺮﺴﻧﻻ,2006,250000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﻤﻏ ﺖﻴﻣ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,400000,2025-03-04
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2019,130000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺍﺮﺒﺷ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,560000,2025-03-04
Opel || ﻞﺑﻭﺍ,Corsa || ﺎﺳﺭﻮﻛ,2011,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,410000,2025-02-27
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,RB || Accent RB ﺖﻨﺴﻛﺍ,2024,10000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,880000,2025-03-04
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2005,306000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,550000,2025-03-04
Renault || ﻮﻨﻳﺭ,Kadjar || ﺭﺎﺟﺩﺎﻛ,2005,306000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,1050000,2025-03-04
Suzuki || ﻰﻛﻭﺯﻮﺳ,Ciaz || ﺯﺎﻴﺳ,2021,99000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺎﻄﻨﻃ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,750000,2025-03-04
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Lancer Puma || ﺔﻣﻮﺑ ﺮﺴﻧﻻ,2007,245000,ﻝﺍﻮﻴﻧﺎﻣ,ﺮﺑﻮﺘﻛﺃ 6,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,430000,2025-03-04
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,I30,2013,160000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻠﻴﻋﺎﻤﺳﻹﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,800000,2025-03-04
Toyota || ﺎﺗﻮﻳﻮﺗ,Corolla || ﻻﻭﺭﻮﻛ,2019,101000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺍﺮﺒﺷ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1030000,2025-03-03
Suzuki || ﻰﻛﻭﺯﻮﺳ,Ciaz || ﺯﺎﻴﺳ,2019,101000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺍﺮﺒﺷ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,750000,2025-03-04
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Malibu || ﻮﺒﻴﻟﺎﻣ,2019,165000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,870000,2025-03-04
Seat || ﺕﺎﻴﺳ,Ateca || ﺎﻜﻴﺗﺍ,2021,177000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,1250000,2025-03-04
Nissan || ﻥﺎﺴﻴﻧ,Juke || ﻙﻮﺟ,2022,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,1000000,2025-03-04
Daihatsu || ﻮﺴﺗﺎﻬﻳﺍﺩ,Terios || ﺱﻮﻳﺮﻴﺗ,2016,83000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺮﻬﻟﺍ,ﻲﻨﺑ,ﻦﻳﺰﻨﺑ,750000,2025-03-04
Fiat || ﺕﺎﻴﻓ,Siena || ﺎﻨﻴﺳ,2001,290000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,150000,2025-03-04
Nissan || ﻥﺎﺴﻴﻧ,Sunny || ﻰﻨﺻ,2001,200000,ﻝﺍﻮﻴﻧﺎﻣ,ﻁﻮﻴﺳﺃ,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,330000,2025-03-04
Mazda || ﺍﺩﺯﺎﻣ,3 || Mazda 3,2010,250000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺰﻴﺠﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,460000,2025-03-03
Jeep || ﺐﻴﺟ,Cherokee || ﻲﻛﻭﺮﻴﺷ,2012,194000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺍﺮﻫﻻﺍ ﻖﺋﺍﺪﺣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1000000,2025-03-03
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2012,194000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺍﺮﻫﻻﺍ ﻖﺋﺍﺪﺣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1250000,2025-03-03
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,RB || Accent RB ﺖﻨﺴﻛﺍ,2019,87000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,650000,2025-01-23
